0.0	0.0
20.0	0.0
40.0	4.18369997664e-160
60.0	3.07055944313e-106
80.0	2.90093856223e-79
100.0	4.77224861727e-63
120.0	3.39064544584e-52
140.0	2.26048909261e-44
160.0	2.10097376978e-38
180.0	1.13456112153e-33
200.0	7.9342231968e-30
220.0	1.19705267462e-26
240.0	5.56472476585e-24
260.0	1.03170587934e-21
280.0	9.22568430409e-20
300.0	4.58681504351e-18
320.0	1.41249635085e-16
340.0	2.92811653421e-15
360.0	4.361170751e-14
380.0	4.91425958387e-13
400.0	4.36667437706e-12
420.0	3.16436175781e-11
440.0	1.92237006897e-10
460.0	1.00163677509e-09
480.0	4.56218764294e-09
500.0	1.84577422878e-08
520.0	6.72382217528e-08
540.0	2.23104402939e-07
560.0	6.81024758636e-07
580.0	1.92884767069e-06
600.0	5.10666759629e-06
620.0	1.27201529148e-05
640.0	2.99794115805e-05
660.0	6.71883660741e-05
680.0	0.000143818954048
700.0	0.000295177227535
720.0	0.000582908855131
740.0	0.00111099968759
760.0	0.00204939811974
780.0	0.00366791012339
800.0	0.00638358045296
820.0	0.0108253560568
840.0	0.0179204086693
860.0	0.0290070498134
880.0	0.0459796796876
900.0	0.0714716494605
920.0	0.109082264474
940.0	0.163654397205
960.0	0.241609300961
980.0	0.351345210055
1000.0	0.503706175932
1020.0	0.712527322285
1040.0	0.995262310403
1060.0	1.37369829742
1080.0	1.87476305629
1100.0	2.53142822091
1120.0	3.38371183901
1140.0	4.47978257463
1160.0	5.87716702001
1180.0	7.64406066824
1200.0	9.86074218163
1220.0	12.6210896796
1240.0	16.0341968796
1260.0	20.2260860675
1280.0	25.3415140577
1300.0	31.5458665454
1320.0	39.0271355494
1340.0	47.9979740092
1360.0	58.6978210376
1380.0	71.3950908346
1400.0	86.3894178533
1420.0	104.013950462
1440.0	124.637685079
1460.0	148.667832556
1480.0	176.552208453
1500.0	208.781638784
1520.0	245.892372816
1540.0	288.468494537
1560.0	337.144324543
1580.0	392.606804217
1600.0	455.597854303
1620.0	526.916700187
1640.0	607.422156487
1660.0	698.034863846
1680.0	799.739471149
1700.0	913.586756739
1720.0	1040.69568257
1740.0	1182.2553756
1760.0	1339.52703116
1780.0	1513.84573336
1800.0	1706.62218806
1820.0	1919.34436436
1840.0	2153.5790408
1860.0	2410.97325311
1880.0	2693.25564055
1900.0	3002.23768832
1920.0	3339.81486396
1940.0	3707.96764597
1960.0	4108.76244321
1980.0	4544.35240414
2000.0	5016.97811501
2020.0	5528.96818687
2040.0	6082.73973102
2060.0	6680.79872342
2080.0	7325.74025833
2100.0	8020.24869202
2120.0	8767.09767766
2140.0	9569.1500925
2160.0	10429.3578589
2180.0	11350.7616609
2200.0	12336.4905581
2220.0	13389.7614993
2240.0	14513.8787372
2260.0	15712.233148
2280.0	16988.3014568
2300.0	18345.6453727
2320.0	19787.9106357
2340.0	21318.8259781
2360.0	22942.2020046
2380.0	24661.9299918
2400.0	26481.9806128
2420.0	28406.402588
2440.0	30439.321266
2460.0	32584.9371389
2480.0	34847.5242928
2500.0	37231.4287989
2520.0	39741.067048
2540.0	42380.9240307
2560.0	45155.5515679
2580.0	48069.5664933
2600.0	51127.6487934
2620.0	54334.5397053
2640.0	57695.039778
2660.0	61214.0068988
2680.0	64896.3542888
2700.0	68747.0484695
2720.0	72771.1072047
2740.0	76973.5974198
2760.0	81359.6331012
2780.0	85934.3731797
2800.0	90703.0193995
2820.0	95670.8141759
2840.0	100843.038444
2860.0	106225.009503
2880.0	111822.078854
2900.0	117639.630037
2920.0	123683.076472
2940.0	129957.859302
2960.0	136469.445235
2980.0	143223.324406
3000.0	150225.008234
3020.0	157480.027303
3040.0	164993.92925
3060.0	172772.276666
3080.0	180820.645017
3100.0	189144.620585
3120.0	197749.798425
3140.0	206641.780342
3160.0	215826.172894
3180.0	225308.585422
3200.0	235094.628092
3220.0	245189.909983
3240.0	255600.03718
3260.0	266330.610914
3280.0	277387.225724
3300.0	288775.467642
3320.0	300500.912425
3340.0	312569.123803
3360.0	324985.651766
3380.0	337756.030891
3400.0	350885.778686
